"Plot","TreeID","Species","Sector","Year","Status","DBH","Height","Comments","Conk","BlindConk","Scar","Fork.Crook","Frost.Crack","Mistletoe","R.Branch","DBT","Crown.Class","L.Crown"
"14","121","Sx","1","2009","Live",10.5,,"Live",,,,,,,,,,
"14","121","Sx","1","2019","Live",14.5,11.1,,,,,,,,,,,
"14","122","Sx","2","1992","Live",8,,,,,,,,,,,4,8
"14","122","Sx","2","1994","Live",9.8,,,,,,,,,,,4,8
"14","122","Sx","2","1997","Live",13.2,,,,,,,,,,,4,8
"14","122","Sx","2","2009","Live",23,,"Live",,,,,,,,,4,8
"14","122","Sx","2","2019","Live",31.4,19.6,,,,,,,,,,4,8
"14","123","Sx","2","1997","Live",8,6.1,,,,,,,,,,4,8
"14","123","Sx","2","2009","Live",14.7,,"Live",,,,,,,,,4,8
"14","123","Sx","2","2019","Live",21,13.5,,,,,,,,,,4,8
"14","124","Bl","2","1992","Live",19.1,,"Spike1 and 2",,,,,,,,,2,7
"14","124","Bl","2","1994","Live",20.9,,,,,,,,,,,2,7
"14","124","Bl","2","1997","Live",21.8,,"Dbh at 1.0m",,,,,,,,,2,7
"14","124","Bl","2","2009","Live",30.3,,"Live",,,,,,,,,2,7
"14","124","Bl","2","2019","Live",35.8,21.1,,,,,,,,,,2,7
"14","125","Bl","3","1992","Live",33.6,16.4,"Natural; LS; LA",,,,,,,,,2,8
"14","125","Bl","3","1994","Live",34.8,19.6,,,,,,,,,,2,8
"14","125","Bl","3","1997","Live",36.7,20.6,,,,,,,,,,2,8
"14","125","Bl","3","2009","Live",41.7,,"Live",,,,,,,,,2,8
"14","125","Bl","3","2019","Live",44.5,22.6,,,,,,,,,,2,8
"14","126","Sx",,"2019","Live",35.5,23.1,"ADDED 2019",,,,,,,,,,
"14","127","Sx",,"2019","Live",22.9,14.8,"ADDED 2019",,,,,,,,,,
"14","128","Sx",,"2019","Live",23.5,16.3,"ADDED 2019",,,,,,,,,,
"14","27","Sx","4","1992","Live",8.6,,"Terminal weevil",,,,3,,,,,3,8
"14","27","Sx","4","1994","Live",10.5,,,,,,3,,,,,3,8
"14","27","Sx","4","1997","Live",12.7,,,,,,3,,,,,3,8
"14","27","Sx","4","2009","Live",21.4,,"Live",,,,3,,,,,3,8
"14","27","Sx","4","2019","Live",28.8,19.3,"tag fully absorbed",,,,3,,,,,3,8
"14","29","Sx","4","1992","Live",9.4,5.8,"Terminal weevil",,,,3,,,,,3,8
"14","29","Sx","4","1994","Live",11.5,7.8,,,,,3,,,,,3,8
"14","29","Sx","4","1997","Live",14.1,9.4,,,,,3,,,,,3,8
"14","29","Sx","4","2009","Live",22.7,,"Live",,,,3,,,,,3,8
"14","29","Sx","4","2019","Live",29.8,20.5,"tag fully absorbed",,,,3,,,,,3,8
"14","718","Bl",,"2019","Live",10.2,,,,,,,,,,,,
"14","719","Bl",,"2019","Live",11.1,8.5,,,,,,,,,,,
"14","720","Bl",,"2019","Live",10.8,,,,,,,,,,,,
"14","721","Bl",,"2019","Live",12.2,,,,,,,,,,,,
"14","722","Bl",,"2019","Live",9.6,8.5,,,,,,,,,,,
"14","723","Bl",,"2019","Live",11,,,,,,,,,,,,
"14","724","Sx",,"2019","Live",11,,,,,,,,,,,,
"14","725","Bl",,"2019","Live",8.4,6.9,,,,,,,,,,,
"14","874","Sx","1","1992","Live",14.3,12.3,"Natural",,,,,,,,,3,5
"14","874","Sx","1","1994","Live",15.6,14,,,,,,,,,,3,5
"14","874","Sx","1","1997","Live",17.8,15.6,,,,,,,,,,3,5
"14","874","Sx","1","2009","Live",25.3,,"Live",,,,,,,,,3,5
"14","874","Sx","1","2019","Dead",25.3,,,,,,,,,,,3,5
"14","878","Sx","1","1992","Live",35.6,20.1,,,,,2,,,,,2,7
"14","878","Sx","1","1994","Live",38.2,21.8,,,,,2,,,,,2,7
"14","878","Sx","1","1997","Live",41.2,22.8,,,,,2,,,,,2,7
"14","878","Sx","1","2009","Live",50.8,,"Broken top @ 8m / still alive",,,,2,,,,,2,7
"14","878","Sx","1","2019","Dead",50.8,,"dead",,,,2,,,,,2,7
"14","881","Bl","2","1992","Live",20.4,16,,,,,,,,,,2,6
"14","881","Bl","2","1994","Live",21.7,17.8,"Spike1",,,,,,,,,2,6
"14","881","Bl","2","1997","Live",24.4,18.2,,,,,,,,,,2,6
"14","881","Bl","2","2009","Live",28.3,,"Live",,,,,,,,,2,6
"14","881","Bl","2","2019","Dead",28.3,,"dead down 2019",,,,,,,,,2,6
"14","888","Sx","3","1997","Live",9.4,,,,,,,,,,,4,8
"14","888","Sx","3","2009","Live",16.6,,"Live",,,,,,,,,4,8
"14","899","Sx","4","1992","Live",14.2,12.2,"Broken leader",,,,,,,,,3,9
"14","899","Sx","4","1994","Live",16.2,14.1,,,,,,,,,,3,9
"14","899","Sx","4","1997","Live",19.2,15.3,,,,,,,,,,3,9
"14","899","Sx","4","2009","Live",28.4,,"Live",,,,,,,,,3,9
"14","899","Sx","4","2019","Dead",28.4,,,,,,,,,,,3,9
"14","New","Bl","1 or 2","2009","Live",9,,"New ingress - live",,,,,,,,,,
"14","New","Bl","4","2009","Live",8.4,,"New ingress - live",,,,,,,,,,
"14","New","Sx","4","2009","Live",17.4,,"New ingress - live",,,,,,,,,,
"14","New","Sx","1","2009","Live",19.3,,"New ingress - live",,,,,,,,,,
"15","100","Bl",,"2019","Live",15.1,10.3,"ADDED 2019",,,,,,,,,,
"15","101","Bl",,"2019","Live",16.8,,"ADDED 2019",,,,,,,,,,
"15","103","Bl","2","2009","Live",8.4,,"Live",,,,,,,,,,
"15","103","Bl","2","2019","Live",10.3,8.3,"bark damaged at DBH",,,,,,,,,,
"15","104","Bl","3","1994","Live",14.9,,,,,,,,,,,,
"15","104","Bl","3","1997","Live",16.8,,,,,,,,,,,,
"15","104","Bl","3","2009","Live",21.4,,"Live",,,,,,,,,,
"15","104","Bl","3","2019","Live",25.3,21.1,,,,,,,,,,,
"15","106","Bl","4","1994","Live",8.1,,"2 scars",,,1,,,,,,,
"15","106","Bl","4","1997","Live",10.2,,,,,1,,,,,,,
"15","106","Bl","4","2009","Live",16.3,,"Live",,,1,,,,,,,
"15","106","Bl","4","2019","Live",20.1,13.3,,,,1,,,,,,,
"15","115","Sx","3","1994","Live",12.3,13.7,,,,,,,,,,,
"15","115","Sx","3","1997","Live",14.1,14.2,,,,,,,,,,,
"15","115","Sx","3","2009","Live",20.9,,"Live",,,,,,,,,,
"15","115","Sx","3","2019","Live",25.9,23.5,,,,,,,,,,,
"15","116","Sx","3","1994","Live",17.7,15.3,"Cable scar",,,,,,,,,,
"15","116","Sx","3","1997","Live",20.3,16.5,,,,,,,,,,,
"15","116","Sx","3","2009","Live",31.2,,"Live",,,,,,,,,,
"15","116","Sx","3","2019","Live",38.7,24.6,,,,,,,,,,,
"15","117","Sx","3","1994","Live",27,19.2,,,,,,,,,,,
"15","117","Sx","3","1997","Live",29.4,20.2,,,,,,,,,,,
"15","117","Sx","3","2009","Live",40.6,,"Live",,,,,,,,,,
"15","117","Sx","3","2019","Live",46.7,27,,,,,,,,,,,
"15","118","Sx","2","1994","Live",30.9,22.8,,,,,,,,,,,
"15","118","Sx","2","1997","Live",32.1,23.4,,,,,,,,,,,
"15","118","Sx","2","2009","Live",38.5,,"Live",,,,,,,,,,
"15","118","Sx","2","2019","Live",42.5,23.5,,,,,,,,,,,
"15","119","Bl","2","1994","Live",11.7,,,,,,,,,,,,
"15","119","Bl","2","1997","Live",13,,"growing on boulder",,,,,,,,,,
"15","119","Bl","2","2009","Live",18.9,,"Live (growing on a boulder)",,,,,,,,,,
"15","119","Bl","2","2019","Dead",24.5,16.6,"down 2019",,,,,,,,,,
"15","31","Bl","1","2019","Live",7.8,,,,,,,,,,,,
"15","706","Sx",,"2019","Live",9.7,9.5,,,,,,,,,,,
"15","707","Bl",,"2019","Live",9.8,,,,,,,,,,,,
"15","708","Bl",,"2019","Live",8,,,,,,,,,,,,
"15","709","Sx",,"2019","Live",10.1,7.9,,,,,,,,,,,
"15","710","Sx",,"2019","Live",11.8,,,,,,,,,,,,
"15","711","Bl",,"2019","Live",10.2,,,,,,,,,,,,
"15","712","Sx",,"2019","Live",10.8,,,,,,,,,,,,
"15","713","Sx",,"2019","Live",10.5,7.3,,,,,,,,,,,
"15","714","Sx",,"2019","Live",12.5,,,,,,,,,,,,
"15","715","Bl",,"2019","Live",13,,,,,,,,,,,,
"15","716","Sx",,"2019","Live",9.3,,,,,,,,,,,,
"15","717","Sx",,"2019","Live",7.7,,,,,,,,,,,,
"15","812","Bl","1","1994","Live",8,6.3,,,,1,,,,,,,
"15","812","Bl","1","1997","Live",9,7,,,,1,,,,,,,
"15","812","Bl","1","2009","Live",12.4,,"Live",,,1,,,,,,,
"15","812","Bl","1","2019","Dead",12.4,,"down winter 2019",,,1,,,,,,,
"15","815","Sx","1","2009","Live",9.5,,"Live",,,,,,,,,,
"15","815","Sx","1","2019","Live",12.5,,,,,,,,,,,,
"15","817","Bl","1","2009","Live",7.9,,"Live",,,,,,,,,,
"15","817","Bl","1","2019","Live",9.5,8.4,,,,,,,,,,,
"15","818","Bl","1","1994","Live",26,,,,,,3,,,,,,
"15","818","Bl","1","1997","Live",26.5,,,,,,3,,,,,,
"15","818","Bl","1","2009","Live",29,,"Live (two leaders - one is dead)",,,,3,,,,,,
"15","818","Bl","1","2019","Live",30.5,28.6,,,,,3,,,,,,
"15","819","Sx","1","1994","Live",28.6,24.5,,,,,,,,,,,
"15","819","Sx","1","1997","Live",29.8,24.6,,,,,,,,,,,
"15","819","Sx","1","2009","Live",34.3,,"Live",,,,,,,,,,
"15","819","Sx","1","2019","Live",36.8,26.5,,,,,,,,,,,
"15","820","Bl","1","1994","Live",10.7,,,,,,,,,,,,
"15","820","Bl","1","1997","Live",11.7,,,,,,,,,,,,
"15","820","Bl","1","2009","Live",16.2,,"Live",,,,,,,,,,
"15","820","Bl","1","2019","Live",19.1,,,,,,,,,,,,
"15","821","Bl","2","2009","Live",10.5,,"Live",,,,,,,,,,
"15","821","Bl","2","2019","Live",13.4,9.2,,,,,,,,,,,
"15","823","Bl","2","1994","Live",11.4,9.4,,,,,,,,,,,
"15","823","Bl","2","1997","Live",12.4,10.2,,,,,,,,,,,
"15","823","Bl","2","2009","Live",16,,"Live",,,,,,,,,,
"15","823","Bl","2","2019","Live",17.9,13.4,,,,,,,,,,,
"15","825","Bl","2","1994","Live",18.5,,,,,,,,,,,,
"15","825","Bl","2","1997","Live",19.9,,,,,,,,,,,,
"15","825","Bl","2","2009","Live",24.3,,"Live",,,,,,,,,,
"15","825","Bl","2","2019","Dead",24.3,,,,,,,,,,,,
"15","827","Bl","2","2019","Live",9.2,,,,,,,,,,,,
"15","828","Sx","2","1994","Live",19.3,13.6,,,,,,,,,,,
"15","828","Sx","2","1997","Live",20.4,14.1,,,,,,,,,,,
"15","828","Sx","2","2009","Live",26.4,,"Live",,,,,,,,,,
"15","828","Sx","2","2019","Live",29.8,19.3,,,,,,,,,,,
"15","829","Bl","2","1994","Live",13.5,,,,,,,,,,,,
"15","829","Bl","2","1997","Live",14.3,,,,,,,,,,,,
"15","829","Bl","2","2009","Live",17.7,,"Live",,,,,,,,,,
"15","829","Bl","2","2019","Live",20,18.9,,,,,,,,,,,
"15","831","Bl","2","1994","Live",8.7,,,,,,,,,,,,
"15","831","Bl","2","1997","Live",9.3,,,,,,,,,,,,
"15","831","Bl","2","2009","Live",12.5,,"Live",,,,,,,,,,
"15","831","Bl","2","2019","Live",15,7.5,,,,,,,,,,,
"15","832","Sx","2","1997","Live",7.7,5.1,,,,,,,,,,,
"15","832","Sx","2","2009","Live",10.9,,"Live",,,,,,,,,,
"15","832","Sx","2","2019","Live",12.5,5.9,,,,,,,,,,,
"15","833","Bl","3","2009","Live",8.6,,"Live",,,,,,,,,,
"15","833","Bl","3","2019","Live",10.2,,,,,,,,,,,,
"15","836","Bl","3","1994","Live",29.7,,,,,,,,,,,,
"15","836","Bl","3","1997","Live",30.4,,,,,,,,,,,,
"15","836","Bl","3","2009","Live",32.5,,"Live",,,,,,,,,,
"15","836","Bl","3","2019","Live",32.7,23.2,,,,,,,,,,,
"15","837","Bl","3","2009","Dead",29.4,,"Standing grey dead",,,1,,,,,,,
"15","842","Bl","4","1997","Dead",32.9,,"green windthrow , 2yrs old",,,1,,,,,,,
"15","843","Sx","4","1994","Live",34,26.6,,,,,,,,,,,
"15","843","Sx","4","1997","Live",35.5,27.1,,,,,,,,,,,
"15","843","Sx","4","2009","Live",37.9,,"Live (broken top / new leader)",,,,,,,,,,
"15","843","Sx","4","2019","Live",39.6,19.5,,,,,,,,,,,
"15","96","Bl","4","1994","Live",30.2,,"Small Scar",,,1,,,,,,,
"15","96","Bl","4","1997","Live",32.5,,,,,1,,,,,,,
"15","96","Bl","4","2009","Live",40.2,,"Live",,,1,,,,,,,
"15","96","Bl","4","2019","Live",43.4,29.5,,,,1,,,,,,,
"15","97","Bl","1","1994","Live",23.8,,,,,1,,,,,,,
"15","97","Bl","1","1997","Live",26.5,,,,,1,,,,,,,
"15","97","Bl","1","2009","Live",31.6,,"Live",,,1,,,,,,,
"15","97","Bl","1","2019","Live",35,,,,,1,,,,,,,
"15","98","Bl","4","1994","Live",12.7,,,,,,,,,,,,
"15","98","Bl","4","1997","Live",13.7,,,,,,,,,,,,
"15","98","Bl","4","2009","Live",17.4,,"Live",,,,,,,,,,
"15","98","Bl","4","2019","Live",20,13.1,,,,,,,,,,,
"15","99","Sx","1","1994","Live",24.8,18.3,,,,1,,,,,,,
"15","99","Sx","1","1997","Live",26.4,19.1,,,,1,,,,,,,
"15","99","Sx","1","2009","Live",34.8,,"Live",,,1,,,,,,,
"15","99","Sx","1","2019","Live",40.1,,,,,1,,,,,,,
"15","New","Sx","1","2009","Live",9.3,,"New Ingress",,,,,,,,,,
"15","New","Sx","1","2009","Live",7.5,,"New Ingress",,,,,,,,,,
"15","New","Bl","1","2009","Live",10.8,,"New Ingress",,,,,,,,,,
"15","New","Sx","3\4","2009","Live",8.5,,"New Ingress",,,,,,,,,,
"15","New","Sx","3","2009","Live",7.7,,"New Ingress",,,,,,,,,,
"15","New","Sx","3","2009","Live",8.4,,"New Ingress",,,,,,,,,,
"16","301","Bl","4","1992","Live",13.9,,,,,,,,,,,,
"16","301","Bl","4","2009","Live",19.4,,"Live",,,,,,,,,,
"16","301","Bl","4","2019","Live",22.9,20.2,,,,,,,,,,,
"16","302","Bl","4","1992","Live",17.3,,,,,,,,,,,,
"16","302","Bl","4","2009","Live",24,,"Live - Top Broken at approx 40m",,,,,,,,,,
"16","302","Bl","4","2019","Live",26.6,17.2,,,,,,,,,,,
"16","303","Bl","1","1992","Live",13.6,,,,,,,,,,,,
"16","303","Bl","1","2009","Live",20.3,,"Live",,,,,,,,,,
"16","303","Bl","1","2019","Live",23,19.7,,,,,,,,,,,
"16","304","Bl","1","1992","Live",21.9,,,,,,,,,,,,
"16","304","Bl","1","2009","Live",26.1,,"Live",,,,,,,,,,
"16","304","Bl","1","2019","Live",27.8,22.9,,,,,,,,,,,
"16","305","Bl","1","1992","Live",16.5,,,,,,,,,,,,
"16","305","Bl","1","2009","Live",27.9,,"Live",,,,,,,,,,
"16","305","Bl","1","2019","Live",31.8,21.6,"painted 766",,,,,,,,,,
"16","306","Sx","4","1992","Live",34.6,23.5,,,,,,,,,,,
"16","306","Sx","4","2009","Live",40.5,,"Live",,,,,,,,,,
"16","306","Sx","4","2019","Live",42.3,24.5,,,,,,,,,,,
"16","307","Bl","1","1992","Live",14.8,,,,,,,,,,,,
"16","307","Bl","1","2009","Live",18.8,,"Live - Small Fork at 2m",,,,,,,,,,
"16","307","Bl","1","2019","Live",21.8,13.3,,,,,,,,,,,
"16","308","Bl","4","1992","Live",9.6,,,,,,,,,,,,
"16","308","Bl","4","2009","Live",14.5,,"Live",,,,,,,,,,
"16","308","Bl","4","2019","Live",17.1,18.5,"scar in 1",,,,,,,,,,
"16","309","Bl","3","1992","Live",9.2,,,,,,,,,,,,
"16","309","Bl","3","2009","Live",14.6,,"Live",,,,,,,,,,
"16","309","Bl","3","2019","Live",18.3,18.4,,,,,,,,,,,
"16","310","Bl","3","1992","Live",13.4,,,,,,,,,,,,
"16","310","Bl","3","2009","Live",18.8,,"Live",,,,,,,,,,
"16","310","Bl","3","2019","Live",21.4,19.3,,,,,,,,,,,
"16","311","Bl","3","1992","Live",10.6,,,,,,,,,,,,
"16","311","Bl","3","2009","Live",14.5,,"Live",,,,,,,,,,
"16","311","Bl","3","2019","Live",16.9,,,,,,,,,,,,
"16","312","Bl","3","1992","Live",11.4,,,,,,,,,,,,
"16","312","Bl","3","2009","Live",17.5,,"Live",,,,,,,,,,
"16","312","Bl","3","2019","Live",22.5,19.9,,,,,,,,,,,
"16","313","Bl","3","1992","Live",10.9,,,,,,,,,,,,
"16","313","Bl","3","2009","Live",15.4,,"Live",,,,,,,,,,
"16","313","Bl","3","2019","Live",17.8,,,,,,,,,,,,
"16","314","Bl","2","1992","Live",14.2,,,,,,,,,,,,
"16","314","Bl","2","2009","Live",20.6,,"Live",,,,,,,,,,
"16","314","Bl","2","2019","Live",24.9,18.6,"scar in 1",,,,,,,,,,
"16","315","Bl","2","1992","Live",9.9,,,,,,,,,,,,
"16","315","Bl","2","2009","Live",11.6,,"Live",,,,,,,,,,
"16","315","Bl","2","2019","Live",12.9,,,,,,,,,,,,
"16","316","Bl","2","1992","Live",13.4,,,,,,,,,,,,
"16","316","Bl","2","2009","Live",19.9,,"Live",,,,,,,,,,
"16","316","Bl","2","2019","Live",22.3,18.4,,,,,,,,,,,
"16","317","Bl","2","1992","Live",16.9,,,,,,,,,,,,
"16","317","Bl","2","2009","Live",23.3,,"Live",,,,,,,,,,
"16","317","Bl","2","2019","Live",25.8,20.7,,,,,,,,,,,
"16","318","Bl","2","1992","Live",31.4,,,,,,,,,,,,
"16","318","Bl","2","2009","Live",36.7,,"Live",,,,,,,,,,
"16","318","Bl","2","2019","Live",39.5,22.6,,,,,,,,,,,
"16","319","Bl","4","1992","Live",12.3,,,,,,,,,,,,
"16","319","Bl","4","2009","Live",19,,"Live - Scar at Tag, small fork at BH",,,,,,,,,,
"16","319","Bl","4","2019","Live",21.6,13,,,,,,,,,,,
"16","32","Bl","3","1992","Live",8,,,,,,,,,,,,
"16","32","Bl","3","2009","Live",11.5,,"Live",,,,,,,,,,
"16","32","Bl","3","2019","Live",13.8,,,,,,,,,,,,
"16","326","Bl","4","1992","Live",13.4,,,,,,,,,,,,
"16","326","Bl","4","2009","Live",20.5,,"Live",,,,,,,,,,
"16","326","Bl","4","2019","Live",23.4,17.8,"heavy scarring in 1 and 2",,,,,,,,,,
"16","33","Bl","3","1992","Live",16,13.2,,,,,,,,,,,
"16","33","Bl","3","2009","Live",23.7,,"Live",,,,,,,,,,
"16","33","Bl","3","2019","Live",28.1,20.6,,,,,,,,,,,
"16","344","Bl","2","1992","Live",8.2,,,,,,,,,,,,
"16","344","Bl","2","2009","Live",9.7,,"Live",,,,,,,,,,
"16","344","Bl","2","2019","Live",10.8,,,,,,,,,,,,
"16","345","Bl","2","2009","Live",8.1,,"Live",,,,,,,,,,
"16","345","Bl","2","2019","Live",9.5,,"scar in 1",,,,,,,,,,
"16","347","Bl","2","1992","Live",9.8,,,,,,,,,,,,
"16","347","Bl","2","2009","Live",10.8,,"Live",,,,,,,,,,
"16","347","Bl","2","2019","Live",11.3,11.9,,,,,,,,,,,
"16","35","Bl","1","1992","Live",9.1,,,,,,,,,,,,
"16","35","Bl","1","2009","Live",13.2,,"Live",,,,,,,,,,
"16","35","Bl","1","2019","Live",14.9,13.4,,,,,,,,,,,
"16","354","Bl","2","2009","Live",8.6,,"Live",,,,,,,,,,
"16","354","Bl","2","2019","Live",9.7,7.6,,,,,,,,,,,
"16","36","Bl","3","1992","Live",8.4,,,,,,,,,,,,
"16","36","Bl","3","2009","Live",10.4,,"Live",,,,,,,,,,
"16","36","Bl","3","2019","Live",11.2,8.3,,,,,,,,,,,
"16","37","Bl","4","1992","Live",7.9,,,,,,,,,,,,
"16","37","Bl","4","2009","Live",12.3,,"Live",,,,,,,,,,
"16","37","Bl","4","2019","Live",15.5,15.8,,,,,,,,,,,
"16","38","Bl","1","1992","Live",16.5,,,,,,,,,,,,
"16","38","Bl","1","2009","Live",22.2,,"Live",,,,,,,,,,
"16","38","Bl","1","2019","Live",25,16.2,,,,,,,,,,,
"16","40","Bl","3","1992","Live",8.2,,,,,,,,,,,,
"16","40","Bl","3","2009","Live",12.6,,"Live",,,,,,,,,,
"16","40","Bl","3","2019","Live",14.7,,,,,,,,,,,,
"16","41","Bl","4","1992","Live",16.8,25.6,,,,,,,,,,,
"16","41","Bl","4","2009","Live",27,,"Live - (Bl)",,,,,,,,,,
"16","41","Bl","4","2019","Live",32.4,22.8,,,,,,,,,,,
"16","726","Bl",,"2019","Live",11.7,,,,,,,,,,,,
"16","727","Bl",,"2019","Live",8.9,7.5,,,,,,,,,,,
"16","757","Bl","1","2009","Live",9.4,,"Live",,,,,,,,,,
"16","757","Bl","1","2019","Live",12.2,,,,,,,,,,,,
"16","758","Bl","1","1992","Live",14.6,,,,,,,,,,,,
"16","758","Bl","1","2009","Live",16.5,,"Live",,,,,,,,,,
"16","758","Bl","1","2019","Live",19,16,,,,,,,,,,,
"16","764","Bl","1","1992","Live",8.7,,,,,,,,,,,,
"16","764","Bl","1","2009","Live",10.9,,"Live",,,,,,,,,,
"16","764","Bl","1","2019","Live",12.2,9.7,"scar in 1",,,,,,,,,,
"16","767","Bl","1","2009","Live",7.7,,"Live - Bent Leader",,,,,,,,,,
"16","767","Bl","1","2019","Live",7.8,,,,,,,,,,,,
"16","771","Bl","1","1992","Live",8.3,,,,,,,,,,,,
"16","771","Bl","1","2009","Live",9.7,,"Live",,,,,,,,,,
"16","771","Bl","1","2019","Live",9.8,10.2,,,,,,,,,,,
"16","778","Bl","1","1992","Live",8.2,,,,,,,,,,,,
"16","778","Bl","1","2009","Live",11.5,,"Live",,,,,,,,,,
"16","778","Bl","1","2019","Dead",13.6,,"dead standing, green broken top on ground",,,,,,,,,,
"16","779","Bl","1","2019","Live",7.5,6.4,,,,,,,,,,,
"16","780","Bl","1","1992","Live",12.2,,,,,,,,,,,,
"16","780","Bl","1","2009","Live",16,,"Live",,,,,,,,,,
"16","780","Bl","1","2019","Live",17,,"broken top",,,,,,,,,,
"16","781","Bl","1","1992","Live",8.5,,,,,,,,,,,,
"16","781","Bl","1","2009","Live",11.8,,"Live - Broken Top at approx 10m",,,,,,,,,,
"16","781","Bl","1","2019","Live",12.3,10.2,,,,,,,,,,,
"16","782","Bl","1","1992","Live",19.9,,,,,,,,,,,,
"16","782","Bl","1","2009","Live",21.7,,"Live",,,,,,,,,,
"16","782","Bl","1","2019","Live",22.5,15.6,,,,,,,,,,,
"16","784","Bl","1","1992","Live",12,,,,,,,,,,,,
"16","784","Bl","1","2009","Live",12,,"Live",,,,,,,,,,
"16","784","Bl","1","2019","Live",12.2,,,,,,,,,,,,
"16","786","Bl","1","1992","Live",17.6,,,,,,,,,,,,
"16","786","Bl","1","2009","Live",20.3,,"Live",,,,,,,,,,
"16","786","Bl","1","2019","Live",21.7,16.1,,,,,,,,,,,
"16","796","Bl","2","2019","Live",8.1,,,,,,,,,,,,
"16","798","Bl","2","1992","Live",9,,,,,,,,,,,,
"16","798","Bl","2","2009","Live",10.9,,"Live",,,,,,,,,,
"16","798","Bl","2","2019","Live",13,13.4,,,,,,,,,,,
"16","800","Bl","2","2009","Live",8,,"Live",,,,,,,,,,
"16","800","Bl","2","2019","Live",9,7.5,,,,,,,,,,,
"16","802","Sx","3","1992","Live",40.8,33.3,,,,,,,,,,,
"16","802","Sx","3","2009","Live",41.9,,"Live",,,,,,,,,,
"16","802","Sx","3","2019","Live",42.8,33.3,"IBS green",,,,,,,,,,
"16","809","Bl","3","1992","Live",11.3,,,,,,,,,,,,
"16","809","Bl","3","2009","Live",16.7,,"Live",,,,,,,,,,
"16","809","Bl","3","2019","Live",19.6,,,,,,,,,,,,
"16","812","Bl","3","1992","Live",8.6,,,,,,,,,,,,
"16","812","Bl","3","2009","Live",11.6,,"Live",,,,,,,,,,
"16","812","Bl","3","2019","Live",13.4,,,,,,,,,,,,
"16","813","Bl","3","2009","Live",9,,"Live",,,,,,,,,,
"16","813","Bl","3","2019","Live",9.1,10.2,,,,,,,,,,,
"16","814","Bl","3","1992","Live",13,,,,,,,,,,,,
"16","814","Bl","3","2009","Live",17.3,,"Live",,,,,,,,,,
"16","814","Bl","3","2019","Live",18.9,19.3,,,,,,,,,,,
"16","815","Bl","3","1992","Live",12.9,,,,,,,,,,,,
"16","815","Bl","3","2009","Live",16.8,,"Live",,,,,,,,,,
"16","815","Bl","3","2019","Dead",17.5,,"dead-beetle",,,,,,,,,,
"16","816","Bl","3","2009","Live",7.7,,"Live",,,,,,,,,,
"16","816","Bl","3","2019","Dead",7.7,,"dead",,,,,,,,,,
"16","817","Bl","3","1992","Live",11.8,,,,,,,,,,,,
"16","817","Bl","3","2009","Live",14.1,,"Live",,,,,,,,,,
"16","817","Bl","3","2019","Live",14.6,15.9,,,,,,,,,,,
"16","819","Bl","3","1992","Live",18.4,,,,,,,,,,,,
"16","819","Bl","3","2009","Live",22.5,,"Live",,,,,,,,,,
"16","819","Bl","3","2019","Live",24.5,20.3,,,,,,,,,,,
"16","822","Bl","3","2019","Live",8.2,,,,,,,,,,,,
"16","826","Bl","3","1992","Live",10.4,,,,,,,,,,,,
"16","826","Bl","3","2009","Live",13.3,,"Live",,,,,,,,,,
"16","826","Bl","3","2019","Live",15.1,,,,,,,,,,,,
"16","829","Bl","3","2009","Live",8.3,,"Live",,,,,,,,,,
"16","829","Bl","3","2019","Live",8.8,5.6,,,,,,,,,,,
"16","832","Bl","3","1992","Live",18.3,,,,,,,,,,,,
"16","832","Bl","3","2009","Live",19.1,,"Live - Fork at 15m",,,,,,,,,,
"16","832","Bl","3","2019","Live",19.9,15,,,,,,,,,,,
"16","837","Bl","4","1992","Live",10.9,,,,,,,,,,,,
"16","837","Bl","4","2009","Live",16.4,,"Live",,,,,,,,,,
"16","837","Bl","4","2019","Live",19.1,,"scar in 1",,,,,,,,,,
"16","845","Bl","4","1992","Live",8.5,,,,,,,,,,,,
"16","845","Bl","4","2009","Live",9.3,,"Live",,,,,,,,,,
"16","845","Bl","4","2019","Dead",9.3,,"dead",,,,,,,,,,
"16","850","Bl","4","1992","Live",12.6,,,,,,,,,,,,
"16","850","Bl","4","2009","Live",14.6,,"Live - Sweep",,,,,,,,,,
"16","850","Bl","4","2019","Live",15.7,,,,,,,,,,,,
"16","855","Bl","4","2009","Live",9.9,,"Live",,,,,,,,,,
"16","855","Bl","4","2019","Live",11.6,,,,,,,,,,,,
"16","859","Bl","4","1992","Live",8.3,,,,,,,,,,,,
"16","859","Bl","4","2009","Live",10.2,,"Live",,,,,,,,,,
"16","859","Bl","4","2019","Live",10.8,8.5,,,,,,,,,,,
"16","863","Bl","4","2009","Live",10.4,,"Live",,,,,,,,,,
"16","863","Bl","4","2019","Live",12.7,9.9,,,,,,,,,,,
"16","865","Bl","4","1992","Live",23.6,16.4,,,,,,,,,,,
"16","865","Bl","4","2009","Live",28.7,,"Live",,,,,,,,,,
"16","865","Bl","4","2019","Live",31,19.5,"scar (mechanical)",,,,,,,,,,
"17","301","Bl","1","1992","Live",9.2,,,,,,,,,,,,
"17","301","Bl","1","2009","Live",10.3,,"Live",,,,,,,,,,
"17","301","Bl","1","2019","Live",10.8,,,,,,,,,,,,
"17","307","Bl","2","1992","Live",11.2,,,,,,,,,,,,
